id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-042	77	251.560	255.920	el	0.5124	1	nosaltres feíem el menjar aquell dia de la festa especial.			p < 0.55	pendent d'audició
pa-042	78	256.000	261.360	al	0.4397	1	Un dia normal, mira, al Sant Antoni,			p < 0.55	pendent d'audició
pa-042	79	261.440	264.040	cod	0.2515	1	sempre hem fet les codelles de Sant Antoni,			p < 0.55	pendent d'audició
pa-042	80	264.120	266.280	hi | à | l | tall	0.1817 | 0.4205 | 0.5373 | 0.1547	4	després hi donàvem l'altor tall,			p < 0.55	pendent d'audició
pa-042	81	266.360	269.080	els	0.5347	1	per Nadal, feíem els canelons.			p < 0.55	pendent d'audició
pa-042	82	271.560	274.680	el	0.1342	1	I al dia normal, el sopa, la manida,			p < 0.55	pendent d'audició
pa-042	83	274.760	276.240	o | pur | é | perd	0.5393 | 0.2329 | 0.4213 | 0.4076	4	o un puré de perdures,			p < 0.55	pendent d'audició
pa-042	84	276.320	279.840	el | nel	0.1453 | 0.2974	2	el tall, el carnel, el peix i la fruita.			p < 0.55	pendent d'audició
pa-042	85	279.920	283.480	mai	0.5435	1	Sí, sí, sí, no, no, no, no, mai.			p < 0.55	pendent d'audició
pa-042	87	287.920	290.080	meng	0.4445	1	Sempre menjava el que mengen els nens,			p < 0.55	pendent d'audició
pa-042	88	290.160	294.960	els	0.5022	1	i els petits encara ara mengen a la classe amb les seves professors.			p < 0.55	pendent d'audició
pa-042	92	305.400	307.880	L | po	0.4759 | 0.3696	2	L'escola va creixent poc a poc,			p < 0.55	pendent d'audició
pa-042	93	307.960	312.680	amb	0.4847	1	amb negociacions amb el govern, tot això.			p < 0.55	pendent d'audició
pa-042	94	312.760	317.160	de	0.4548	1	Era una cosa que molta gent estava indecisa de posar el nen a l'escola o no.			p < 0.55	pendent d'audició
pa-042	95	317.240	322.280	Va | que | el | està	0.4980 | 0.5296 | 0.4393 | 0.5092	4	Vaig dir que el govern està parlant amb el govern espanyol i el francès,			p < 0.55	pendent d'audició
pa-042	96	322.360	327.760	al	0.5057	1	i això, al dia d'endemà, serà una cosa efectiva, no?			p < 0.55	pendent d'audició
pa-042	97	327.840	331.640	sí	0.2195	1	I clar, sí, ha sigut que hem treballat molt,			p < 0.55	pendent d'audició
pa-042	99	333.840	338.440	part | ions	0.2111 | 0.5428	2	part de direcions, mestres, cuineres, perquè les cuineres a l'escola			p < 0.55	pendent d'audició
pa-042	101	341.200	346.160	el | vag	0.3870 | 0.4464	2	perquè el nen hi ha molts pocs nens que vagin a menjar a la seva casa.			p < 0.55	pendent d'audició
pa-042	103	348.680	353.880	clar | di	0.4407 | 0.2587	2	"I clar, és un plaer, quan arriba el nen dius ""avui el menjar estava més bo""."			p < 0.55	pendent d'audició
pa-042	104	353.960	357.000	quan | meng | pots	0.2916 | 0.4408 | 0.2064	3	I clar, i quan no mengen pots dir-ho.			p < 0.55	pendent d'audició
pa-042	105	357.080	360.480	Que | És	0.4967 | 0.1819	2	"""Que no t'agrada? És que el peix a nosaltres no ens agrada."""			p < 0.55	pendent d'audició
pa-042	106	360.560	364.160	Però | clar | de	0.2567 | 0.4438 | 0.2299	3	Però clar, és normal de un nen que no ens agrada el peix.			p < 0.55	pendent d'audició
pa-042	107	364.240	368.280	és | f | f	0.3014 | 0.3895 | 0.4729	3	Al començament és que fèiem de tot, fèiem cuina,			p < 0.55	pendent d'audició
pa-042	109	370.800	374.400	un | 8	0.2444 | 0.3662	2	Érem com unes 8, 10 persones a la cuina.			p < 0.55	pendent d'audició
pa-042	110	374.480	378.760	ara | al | que | que	0.2708 | 0.4155 | 0.4172 | 0.5268	4	Ara som menjar, ara al centre que estic i jo, que és a Sant Julià,			p < 0.55	pendent d'audició
pa-042	111	378.840	383.080	amb	0.5169	1	al matí som 3, amb hores diferents.			p < 0.55	pendent d'audició
pa-042	112	383.160	387.360	mig	0.5475	1	Jo començo a les 8, la meva companya comença a les 8 i mig,			p < 0.55	pendent d'audició
pa-042	114	389.520	391.920	ça	0.3687	1	Després comença una senyora a les 12,			p < 0.55	pendent d'audició
pa-042	115	392.000	400.720	la | br	0.3964 | 0.1465	2	que va rentar la màquina per rentar tot el que hem brutat al matí.			p < 0.55	pendent d'audició
pa-042	116	400.800	406.000	l | per	0.4147 | 0.4587	2	I una altra que comença l'una per els plats,			p < 0.55	pendent d'audició
pa-042	117	406.080	408.160	pel | serve | j	0.4992 | 0.3895 | 0.5070	3	pel servei del menjador.			p < 0.55	pendent d'audició
pa-042	118	408.240	412.400	a | la	0.3304 | 0.4661	2	Clar, la màquina abans també era una màquina que aixecaves la tapa,			p < 0.55	pendent d'audició
pa-042	119	412.480	415.680	clar | s	0.2837 | 0.4545	2	baixaves, ara és un túnel, clar, s'hi ha canviat molt,			p < 0.55	pendent d'audició
pa-043	1	0.000	3.000	Bu | més | ven | n | oda	0.3164 | 0.5177 | 0.5283 | 0.2135 | 0.3863	5	-Bueno, el 15 més 15 és una idea que venia de noda.	bueno	clips/pa-043__bueno__0.00.wav	p < 0.55	pendent d'audició
pa-043	2	3.000	11.000	d | ped | ag | de	0.3382 | 0.2024 | 0.3938 | 0.4704	4	És una manera de dir 30, però que ve d'una manera més pedagògica de dir-ho,	bueno	clips/pa-043__bueno__0.00.wav	p < 0.55	pendent d'audició
pa-043	5	19.000	24.000	els | han | esc | olar	0.5168 | 0.4441 | 0.3961 | 0.3483	4	que és els alumnes que han fet tota la escolaritat que són 15 anys,	doncs	clips/pa-043__doncs__15.25.wav	p < 0.55	pendent d'audició
pa-043	7	26.000	29.000	I | end | arr	0.4201 | 0.3109 | 0.4595	3	I aquest és el resultat dels 30 anys d'escola endarrana.			p < 0.55	pendent d'audició
pa-043	8	29.000	32.000	x	0.2816	1	Una idea molt xula d'encaixar tot això.			p < 0.55	pendent d'audició
pa-043	11	40.000	43.000	y	0.4866	1	sinó de l'escola t'ensenyant a sumar entre altres coses.			p < 0.55	pendent d'audició
pa-043	12	43.000	49.000	M	0.2078	1	M'han fet l'encarreg del logo, era una mica parlar dels ex-alumnes,			p < 0.55	pendent d'audició
pa-043	13	49.000	54.000	ja	0.4464	1	ex-professors, ex, tota la gent que ja ha estat vinculada,			p < 0.55	pendent d'audició
pa-043	14	54.000	57.000	arr	0.4080	1	i encara hi és a l'escola endarrana.			p < 0.55	pendent d'audició
pa-043	15	57.000	63.000	tots | í	0.4244 | 0.4392	2	I tots som ex-nens, sobretot, surt una mica d'aquí la idea.			p < 0.55	pendent d'audició
pa-043	17	66.000	71.000	hem | que | ven | de	0.2368 | 0.5153 | 0.0651 | 0.3623	4	i hem parlat amb els meus companys, amb els que venen de petita,			p < 0.55	pendent d'audició
pa-043	18	71.000	76.000	ost | per | alum	0.4637 | 0.4589 | 0.3671	3	coses que ens representen a tots i que sentim supernostres per alumnes,			p < 0.55	pendent d'audició
pa-043	19	76.000	82.000	p | g | constru | així | que | f | petits	0.3261 | 0.4761 | 0.4317 | 0.5307 | 0.5462 | 0.4507 | 0.4790	7	doncs piscicó, els gomets, construccions així de fusta que fèiem servir de petits,			p < 0.55	pendent d'audició
pa-043	21	85.000	87.000	sab | està	0.1026 | 0.3420	2	A partir d'allà no sabíem què estàvem fent,			p < 0.55	pendent d'audició
pa-043	23	90.000	94.000	pel	0.4594	1	i això suposo que podíem veure què passava pel nostre cap, una mica.			p < 0.55	pendent d'audició
pa-043	24	94.000	98.000	represent | a	0.4318 | 0.4220	2	I vaig voler representar això, una mica a partir de la imaginació i la construcció,			p < 0.55	pendent d'audició
pa-043	25	98.000	103.000	fer | ués	0.4117 | 0.5406	2	fer unes lletres i una cosa que pugués representar, una mica aquesta idea.	crec	clips/pa-043__crec__102.25.wav	p < 0.55	pendent d'audició
pa-043	26	103.000	108.000	Per | ga	0.4857 | 0.3074	2	Per mi l'escola endarrana és gairebé una identitat, no, jo crec.	crec;és a dir	clips/pa-043__s-a-dir__107.25.wav;clips/pa-043__crec__102.25.wav	p < 0.55	pendent d'audició
pa-043	27	108.000	111.000	És | de	0.4926 | 0.1230	2	És a dir, tots els alumnes que hem sigut de petits,	crec;és a dir	clips/pa-043__s-a-dir__107.25.wav;clips/pa-043__crec__102.25.wav	p < 0.55	pendent d'audició
pa-043	28	111.000	116.000	hem | que | d	0.3541 | 0.5024 | 0.4641	3	hem estat junts a l'escola endarrana, crec que tenim un sentiment que igual no tots sabem d'escriure,	és a dir	clips/pa-043__s-a-dir__107.25.wav	p < 0.55	pendent d'audició
pa-043	29	116.000	122.000	sob | bol	0.5199 | 0.1611	2	però que vinculem molt sobretot amb aquesta fase de pàrbols, de maternal,			p < 0.55	pendent d'audició
pa-043	31	128.000	132.000	a	0.3837	1	i crec que és un dels punts més positius que té, a part d'això,			p < 0.55	pendent d'audició
pa-043	32	132.000	137.000	molt | d | a	0.2208 | 0.4713 | 0.3580	3	moltes altres coses, d'anar junts a dos cursos de classe,			p < 0.55	pendent d'audició
pa-044	1	0.000	25.000	L | ident | pr | per | és | per | Pro | res	0.0182 | 0.5298 | 0.3933 | 0.0908 | 0.3804 | 0.1231 | 0.2988 | 0.3813	8	L'identitat pròpia per assumir la identitat dels nens és el primer pas per el camí del Prores.			p < 0.55	pendent d'audició
pa-044	2	25.120	30.120	la | ident | dem | és | és | pro | g | és	0.0307 | 0.1626 | 0.4550 | 0.5051 | 0.5432 | 0.3960 | 0.1701 | 0.3951	8	la identitat dels demés és el primer pas pel camí del progés			p < 0.55	pendent d'audició
pa-044	3	30.240	33.280	del | d	0.4855 | 0.5256	2	del progés i del coneixement d'un país.			p < 0.55	pendent d'audició
pa-044	4	33.400	36.520	d	0.4291	1	Avui parlarem d'una persona dedicada			p < 0.55	pendent d'audició
pa-044	5	36.640	39.160	integral	0.2778	1	integralment a la seva professió,			p < 0.55	pendent d'audició
pa-044	6	39.280	42.160	d | public	0.4175 | 0.4454	2	a la seva funció d'home public,			p < 0.55	pendent d'audició
pa-044	7	42.280	46.160	ja | veg | a | de	0.4307 | 0.4653 | 0.5165 | 0.3806	4	però també ja la vegada, a la seva tasca de investigador,			p < 0.55	pendent d'audició
pa-044	8	46.280	51.200	bibli | ò | fil | d | i | en	0.4044 | 0.4153 | 0.5486 | 0.4855 | 0.4280 | 0.3681	6	de bibliòfil, d'home que coneix i sap la vida del país en tot moment.			p < 0.55	pendent d'audició
pa-044	9	55.120	57.120	B | ona	0.0387 | 0.4425	2	Bona nit.			p < 0.55	pendent d'audició
pa-044	10	0.000	4.560	Pr	0.5028	1	Primer la natura, després l'home.			p < 0.55	pendent d'audició
pa-044	11	4.560	12.240	d | ab | ap | primer | a	0.2325 | 0.3446 | 0.4966 | 0.5378 | 0.4215	5	Sempre vas saber tot allò que tenia d'abó, va aprendre, primer a subsistir.			p < 0.55	pendent d'audició
pa-044	12	12.240	21.440	art | nar | hist | ar	0.3657 | 0.4181 | 0.5481 | 0.3614	4	M'estart a explicar tot allò que veia, pintar les escenes, narra històries, ensenyar-les.			p < 0.55	pendent d'audició
pa-044	13	21.440	23.760	així | va | human	0.1785 | 0.4779 | 0.4413	3	així va néixer l'humanisme.			p < 0.55	pendent d'audició
pa-044	14	23.840	26.880	elemental	0.4713	1	Partit del principi més elemental,			p < 0.55	pendent d'audició
pa-044	16	29.320	31.920	mer	0.3058	1	i el que és més meravellós,			p < 0.55	pendent d'audició
pa-044	17	32.000	35.120	als	0.5074	1	compartir-la amb les entitats als altres.			p < 0.55	pendent d'audició
pa-044	18	40.400	44.480	Si | ent | enc | a | j	0.3760 | 0.3803 | 0.3421 | 0.4876 | 0.2416	5	Si ens entencessim a la història de la família Arajol,			p < 0.55	pendent d'audició
pa-044	19	44.560	50.240	rag | ine	0.2829 | 0.3508	2	trobaríem un set definitiu que és del detragine.			p < 0.55	pendent d'audició
pa-044	20	50.320	55.000	Tra | gin | és | i | ien | van	0.4950 | 0.5218 | 0.5174 | 0.4120 | 0.5079 | 0.4992	6	Tragin és la persona que sempre fa camí i que sempre t'hi devien van.			p < 0.55	pendent d'audició
pa-044	21	55.080	57.040	I | I	0.4547 | 0.4372	2	I que transporta? I que transporta.			p < 0.55	pendent d'audició
pa-044	22	57.120	59.640	ia | sol	0.4700 | 0.2844	2	Quina, com ho definiria, sol?			p < 0.55	pendent d'audició
pa-044	23	0.000	2.680	Aqu | os | ar | rels | i | aquesta | t | ingu	0.3642 | 0.5068 | 0.4019 | 0.2591 | 0.4875 | 0.2643 | 0.2773 | 0.3020	8	Aquestos arrels, i aquesta que tinguis.			p < 0.55	pendent d'audició
pa-044	24	2.760	5.440	Home | molt | est | aven | mod	0.1407 | 0.0946 | 0.4996 | 0.5008 | 0.4885	5	Home, jo suposo que dintre de molt que estaven modar,			p < 0.55	pendent d'audició
pa-044	25	5.520	8.040	els | g | ents	0.1678 | 0.3426 | 0.2921	3	això dels gens, que troben els gents de moltes coses,			p < 0.55	pendent d'audició
pa-044	26	8.120	9.920	quan | se | h | om	0.1772 | 0.3163 | 0.1287 | 0.3721	4	quan se n'homés.			p < 0.55	pendent d'audició
pa-044	27	10.000	12.720	que | s | tre	0.1670 | 0.4672 | 0.3681	3	El meu que s'havia era treginet.			p < 0.55	pendent d'audició
pa-044	28	12.800	15.680	aquí | Dor | un | i | un | un | car | atter | os	0.4164 | 0.5312 | 0.4149 | 0.1367 | 0.1894 | 0.3751 | 0.1679 | 0.2803 | 0.1628	9	I aquí en Dorra era, en aquests moments, un i un i un i un caratteros,			p < 0.55	pendent d'audició
pa-044	29	15.760	18.000	no | hi | cam | lad	0.3160 | 0.1335 | 0.5161 | 0.2211	4	no hi havia camins de farladura.			p < 0.55	pendent d'audició
pa-044	30	18.080	21.080	fe	0.2769	1	I ells feien transport de mercaderies.			p < 0.55	pendent d'audició
pa-044	31	21.160	24.560	ja	0.4548	1	El seu fill, el meu avi, ja va fer transport de mercaderies,			p < 0.55	pendent d'audició
pa-044	32	24.640	27.040	transport	0.1056	1	i més a més va fer transport de persones.			p < 0.55	pendent d'audició
pa-044	33	27.120	34.520	I | era | pr | mol | ete | chauff | el | del | vis | b | id | ur	0.2348 | 0.3642 | 0.1688 | 0.0358 | 0.5103 | 0.2059 | 0.4802 | 0.2019 | 0.3071 | 0.4369 | 0.2589 | 0.3543	12	I era, pràcticament, el moleteu, el chauffer, el macho del visbidurgell,			p < 0.55	pendent d'audició
pa-044	34	34.640	37.560	el | ve | ien | els | b | bus | c | ant | a | seva	0.3947 | 0.3294 | 0.2674 | 0.5143 | 0.2051 | 0.4010 | 0.5499 | 0.4909 | 0.2566 | 0.5434	10	el veguer francès, que venien els nàbils buscant a la seva,			p < 0.55	pendent d'audició
pa-044	35	37.680	43.520	a | Fran | i | ien | font	0.3771 | 0.5324 | 0.1136 | 0.5080 | 0.2929	5	o els nàbils a França, es portava aquí i tenien una font de casa			p < 0.55	pendent d'audició
pa-044	36	43.640	48.040	el | c | isco | ants | com | és | també	0.4799 | 0.2384 | 0.4257 | 0.4409 | 0.5283 | 0.3000 | 0.5484	7	que era el cisco de sants, que es portava a casa seva, com és natural, no, també.			p < 0.55	pendent d'audició
pa-044	37	48.160	51.920	on | alguns | an | alt	0.1486 | 0.2119 | 0.2321 | 0.3968	4	També hi havia calcalonis, alguns anaven a calcalonis, altres anaven a calcisco.			p < 0.55	pendent d'audició
pa-044	38	52.040	54.640	I | dav | però | és	0.1605 | 0.1263 | 0.2118 | 0.3462	4	I més on davant, però és el meu pare.			p < 0.55	pendent d'audició
pa-044	39	54.760	57.920	Va | la | g | ina	0.3722 | 0.0876 | 0.1946 | 0.5361	4	Va acabar la feina de la gina,			p < 0.55	pendent d'audició
pa-044	40	58.040	59.960	és | aqu	0.3638 | 0.2512	2	perquè és en aquella època, ja hi havia...			p < 0.55	pendent d'audició
pa-044	41	0.000	5.280	No | hi | gi | un | tel | è | i | m | ha | dit | hi | un | ll | oc | que | no | es | va | dir	0.0201 | 0.0377 | 0.1238 | 0.1625 | 0.0033 | 0.5361 | 0.0450 | 0.0093 | 0.1362 | 0.1533 | 0.0264 | 0.4282 | 0.0550 | 0.3707 | 0.0670 | 0.1119 | 0.0520 | 0.0992 | 0.0896	19	No hi hagi un telèfon i m'ha dit que hi hagi un lloc que no es va dir.			p < 0.55	pendent d'audició
pa-044	42	5.400	8.200	I | els | que | vaig | la | nit	0.0476 | 0.1982 | 0.1802 | 0.3035 | 0.1378 | 0.3534	6	I els que vaig anar a la nit del motor.			p < 0.55	pendent d'audició
pa-044	43	8.320	12.440	I | es | ha | transport | persones | l | hora	0.3671 | 0.1466 | 0.3040 | 0.4829 | 0.5108 | 0.2166 | 0.2659	7	I es va dir que ha fet el transport de persones en l'hora de ser-ho,			p < 0.55	pendent d'audició
pa-044	44	12.560	14.760	d | oster | mer	0.2743 | 0.2948 | 0.3744	3	en l'hora d'exostermer,			p < 0.55	pendent d'audició
pa-044	45	14.880	19.840	of | iu | pr | fam	0.4656 | 0.2253 | 0.3359 | 0.3410	4	o sigui que era un oficiu pràcticament que venia de famílies.			p < 0.55	pendent d'audició
pa-044	46	19.960	23.840	El | amb | ja | un | tema | cur	0.4114 | 0.4557 | 0.3415 | 0.5141 | 0.4328 | 0.3183	6	El que passa és que amb el cas vostre, ja un tema molt curiós,			p < 0.55	pendent d'audició
pa-044	47	23.960	28.320	i | jo | filos	0.2899 | 0.3717 | 0.3021	3	i és que, clar, amb la vostra, jo diria filosofia de la vida,			p < 0.55	pendent d'audició
pa-044	48	28.440	30.440	A | més | de | d | alg	0.0382 | 0.0817 | 0.0251 | 0.0278 | 0.2202	5	A més, de d'alguna manera,			p < 0.55	pendent d'audició
pa-044	49	30.520	33.160	acab | det | a | mi	0.2175 | 0.0824 | 0.4559 | 0.3329	4	acabeu de detenir a mi.			p < 0.55	pendent d'audició
pa-044	50	34.760	37.320	Bueno | que | esca | var | iller	0.1867 | 0.0853 | 0.5470 | 0.5088 | 0.0359	5	Bueno, la meva primera intenció que em vaig escavar el vaigillerat			p < 0.55	pendent d'audició
pa-044	51	37.400	38.880	de | bog	0.4133 | 0.5195	2	era de ser bogat.			p < 0.55	pendent d'audició
pa-044	52	38.960	41.320	ho | ve | us | un | bog	0.2670 | 0.3755 | 0.0235 | 0.2791 | 0.1369	5	Però em sembla que no ho veus un bon bogat.			p < 0.55	pendent d'audició
pa-044	53	41.400	42.560	No	0.3954	1	No? No.			p < 0.55	pendent d'audició
pa-044	54	42.640	44.640	veter | in	0.3666 | 0.2875	2	I un bon veterinari?			p < 0.55	pendent d'audició
pa-044	55	44.720	48.160	va | les | client	0.1185 | 0.5355 | 0.1915	3	Bueno, això ho va dir les clientes.			p < 0.55	pendent d'audició
pa-044	56	48.240	52.000	Això | els | client | i | par	0.4928 | 0.4033 | 0.4061 | 0.4003 | 0.4734	5	Això ho va dir els clientes i els clientes no parlen.			p < 0.55	pendent d'audició
pa-044	58	55.080	57.400	Però | des | de | tot | les | sou | p | ers	0.4173 | 0.0421 | 0.4122 | 0.3621 | 0.3862 | 0.0789 | 0.2383 | 0.4464	8	Però des de totes les maneres sou pioners.			p < 0.55	pendent d'audició
pa-044	59	57.480	59.960	Va | també	0.2536 | 0.0527	2	Vaig col·laborar molt temps, jo també.			p < 0.55	pendent d'audició
pa-044	60	0.000	3.920	A | la | carre | di | la | univers	0.0292 | 0.5251 | 0.5387 | 0.1663 | 0.2848 | 0.4454	6	A la carretera diuen que la universitat, en aquella època,			p < 0.55	pendent d'audició
pa-044	61	4.000	11.360	la | dos | 50 | no | os | at	0.1714 | 0.2343 | 0.4495 | 0.5366 | 0.2483 | 0.4056	6	per la dos anys 50, 50, 60, no hi ha comaros laboratòries			p < 0.55	pendent d'audició
pa-044	62	11.440	14.800	ng | er | els	0.2418 | 0.2588 | 0.1762	3	i que tenen grànger els junts.			p < 0.55	pendent d'audició
