ordre	id_persona	forma	clip	small	base	greedy	categoria	text_small	text_base	text_greedy
441	pa-054	llavors	clips/pa-054__llavors__156.57.wav	sí	no	sí	B-dos-models	i llavors sortim a l'Òs i això em puc d'haver per allà.	i va sortir de l'oceixant punt d'haver perdllat la gafada.	i llavors sortirem a l'oposició.
442	pa-055	llavors	clips/pa-055__llavors__105.37.wav	no	no	no	D-cap-model	no és el mateix.  La casa és dels endurants.	La casa és el segle rancs, el país.	És el mateix.  Doncs la Casa dels Endurans.
443	pa-056	llavors	clips/pa-056__llavors__157.77.wav	sí	no	sí	B-dos-models	llavors ja va vendre el sindic farlas i companyia i el que sí...	que va prendre un tornari, va vendre el sindic farrat i companyia i el que sí.	i llavors ja va vendre el Cíndic Farlas i companyia,  i el que sí és...
444	pa-057	llavors	clips/pa-057__llavors__42.85.wav	sí	no	no	C-un-model	I llavors això planava molt sobre, sense que es digués, molt.	I això planàvem molt, sense que es digués molt,  però tot on...	i això plenava molt sobre...  sense que es digués molt, però tothom...
445	pa-058	llavors	clips/pa-058__llavors__1054.41.wav	no	no	no	D-cap-model	I, abans, com més desapercebut passa,  millor quan va per això.	i avont és com més desapercebut pas, m'hi jo quan va...	i, com més desapercebut passa, millor quan va per la lluita.
446	pa-059	llavors	clips/pa-059__llavors__361.49.wav	no	no	no	D-cap-model	i a Montès algunes parròquies bloquejant completament el comú.	de la ciutadania.	i a Montès, algunes parròquies bloquejant completament el comú.
447	pa-060	llavors	clips/pa-060__llavors__48.77.wav	sí	no	sí	B-dos-models	84, 82%, i llavors vull dir que no hi ha biministre de l'interior.	i ara es va posar en el que es va posar en el que es va posar en el que es va posar en el que s'hagessin.	"84, 82%, i llavors vull dir,  ""nevi, ministre de l'Interior""."
448	pa-061	llavors	clips/pa-061__llavors__380.77.wav	sí	no	sí	B-dos-models	-Exacte.  -Bueno, llavors comença tot una agradació.	-Exactament.  -Ella abans comença a tornar a agradar-s'hi.	-Exacte.  -Bueno, llavors comença tot una agredació.
449	pa-063	llavors	clips/pa-063__llavors__39.49.wav	sí	sí	sí	A-tres-models	Ella és la que va crear els primers llavors.	de l'inccipada. Ella és la que va crear les primeres llavors.	i no ha de ser el primer que ha de ser.  Ell és la que va crear els primers llavors.
450	pa-064	llavors	clips/pa-064__llavors__713.33.wav	no	no	no	D-cap-model	Tot el... tot el que he de voler.	A tot all, a tot all, a tot all, a tot all.	Tot el... tot el que deuen dir.
451	pa-065	llavors	clips/pa-065__llavors__612.13.wav	no	no	no	D-cap-model	I la Roma, per mi també, és la catològica.	i el que hem de posar és que el que hem de posar és el que hem de posar és el que hem de posar.	i que no es poden fer res.
452	pa-066	llavors	clips/pa-066__llavors__16.21.wav	sí	no	no	C-un-model	a l'arribar al pont del que llavors era el pris únic.	que es poden fer a l'estudio de la ciutadania.	i que la gent no s'ha de fer.
453	pa-001	a veure	clips/pa-001__a-veure__341.57.wav	no	sí	no	C-un-model	que més depresivo.	A veure, jo penso que era un moment molt delicat, molt important i a vegades...	que més depresivo.
454	pa-002	a veure	clips/pa-002__a-veure__126.25.wav	sí	sí	no	B-dos-models	un opositor a veure, no era fàcil, eh?	A veure, no era fàcil, i ell era fàcil.	No era fàcil.
455	pa-007	a veure	clips/pa-007__a-veure__89.25.wav	sí	sí	sí	A-tres-models	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.
456	pa-008	a veure	clips/pa-008__a-veure__668.25.wav	sí	sí	sí	A-tres-models	tot això no té res a veure amb el que tres anys abans	tot això no té res a veure amb el que 3 anys abans	tot això no té res a veure amb el que tres anys abans
457	pa-011	a veure	clips/pa-011__a-veure__551.81.wav	sí	sí	no	B-dos-models	acabo d'exposicions i activitats que tenen sempre a veure amb el patrimoni.	que tenen sempre a veure amb el Patrimol.	acabo d'exposicions i activitats que tenen sempre el veu de amb el patrimoni.
458	pa-014	a veure	clips/pa-014__a-veure__617.45.wav	sí	no	sí	B-dos-models	és els anys 40, 43, 44 que ha hagut un viatge que fan a Barcelona,  una sèrie d'autoritats i una sèrie davant de dansaites del contrapàs,  que van a veure com actuaven els esbarcs a baix a Barcelona,  van veure un espectacle que hi havia.	És els anys 43-44, que ha hagut un viatge que fa una Barcelona, una sèrie d'autoritats  i una sèrie de venta d'enseïtes del contrapas, que van envoure com actuaven els esborgs,  a baixar Barcelona, amb un aspecte que hi havia.	és els anys 40, 43, 44,  que ha hagut un viatge que fa en Barcelona,  una sèrie d'autoritats i una sèrie de dentsites del contrapàs,  que van a veure com actuaven els esbarcs a baix a Barcelona,  amb veu una espectacle que hi havia.
459	pa-016	a veure	clips/pa-016__a-veure__369.73.wav	sí	no	sí	B-dos-models	I llavors a veure, tu quan saps que tens un termini per fer les coses, doncs...	I llavors tu quan saps que tens un termini per fer les coses, doncs...	I, a veure, tu quan saps que tens un termini per fer les coses, doncs...
460	pa-018	a veure	clips/pa-018__a-veure__825.61.wav	no	sí	no	C-un-model	Vostè va ser el fill d'un fill perillós.  Vostè va ser el fill d'un fill perillós.	de totes les maneres.  A veure si fins a l'última hora.	i que no hi hagi una altra manera de fer-ho.
461	pa-021	a veure	clips/pa-021__a-veure__108.77.wav	sí	no	sí	B-dos-models	i a veure anàvem a fer aquesta Constitució que no era fàcil.	I veure, anar a l'aboma a fer aquesta constitució que no era fàcil.	i a veure anar a Boma a fer aquesta Constitució, que no era fàcil.
462	pa-022	a veure	clips/pa-022__a-veure__238.61.wav	sí	sí	sí	A-tres-models	perquè teníem la poder a veure si ara s'ho duré in extremis.	perquè tenia un lapo i a veure si ha assaudre inextrevis.	perquè teníem la poder a veure si ara s'ho dure in extremis.
463	pa-023	a veure	clips/pa-023__a-veure__268.81.wav	sí	sí	sí	A-tres-models	A veure, què és l'exemple del 92?	A veure... les eleccions de 90 dos.	A veure, què és l'exemple del 92?
464	pa-024	a veure	clips/pa-024__a-veure__590.77.wav	no	no	no	D-cap-model	No sé si això és un problema que s'han de fer.	que està conversat, però jo crec que també n'havia una mica més allà de...	i que no hi hagi una altra.
465	pa-025	a veure	clips/pa-025__a-veure__388.01.wav	sí	sí	sí	A-tres-models	segurament. A veure, el goprínsem Martí, nosaltres no el criticarem.	A veure el govern se'n mertir.  Nosaltres no el criticarem.	segurament. A veure, el gopríncem Martí, nosaltres no el criticarem.
466	pa-026	a veure	clips/pa-026__a-veure__64.09.wav	sí	no	sí	B-dos-models	Sí, sí, a veure.	Sí, això hi ha per ell.	Sí, és el que... a veure.
467	pa-029	a veure	clips/pa-029__a-veure__17.49.wav	no	no	no	D-cap-model	La majoria és molt preocupada pel fet d'aquest.	estaven la majoria molt preocupada per fer-te aquest.	i que la majoria de les persones que tenen el dret a la vida
468	pa-030	a veure	clips/pa-030__a-veure__673.41.wav	sí	sí	sí	A-tres-models	A veure, aquí que el diu una cosa.	A veure qui cal dir una cosa, jo, aquí.	A veure, aquí cal dir una cosa.
469	pa-031	a veure	clips/pa-031__a-veure__4.25.wav	sí	sí	no	B-dos-models	I es va decidir que a veure quin sindic podien portar i tothom podria portar.	I jo ho deixi dir que va veure quin síndic pugui un proportat i tot el temps pugui ser.	i es va decidir que quins sindic podien portar.
470	pa-032	a veure	clips/pa-032__a-veure__212.45.wav	no	no	sí	C-un-model	"Però si això va haver-hi alguna, la més grossa va ser...  ""Perder dels consellers""."	No va passar això, va haver-hi alguna, la més grossa,  però sí que és, perdé dels consellers.	I si això veu a veure alguna de la més grossa vacilia  és perdre dels consellers.
471	pa-034	a veure	clips/pa-034__a-veure__94.05.wav	sí	sí	sí	A-tres-models	Em va venir a veure, perquè, clar, ja sabia de començar a preparar,	que la vaig fer a la vació.  Podíem venir a veure, perquè clar, ja s'havia de començar a preparar,  avui dels candidats.	i em va venir a veure, perquè, clar, ja sabia de començar a preparar,  les candidats.
472	pa-035	a veure	clips/pa-035__a-veure__211.09.wav	no	no	no	D-cap-model	però anirà bé 6 meses de grups polítics comuns	però anirà bé a 6 meses de grup polítics comuns	però anirà bé 6 mesos de grups polítics comuns
473	pa-036	a veure	clips/pa-036__a-veure__153.05.wav	sí	sí	sí	A-tres-models	i els consellers a veure i companys diputats de l'Assemblea Nacional de França o BD Madrid.	que ens aconseguirien a veure companys diputats de l'Assemblée Nacional  a França o a Bèdem Madrid.	i consellers a veure companys diputats de l'Assemblea Nacional de França,  o BD Madrid.
474	pa-038	a veure	clips/pa-038__a-veure__1070.33.wav	no	no	no	D-cap-model	"Bé, no sé, en camp, quan sou, que voteu a Blanco Negre, vam dir ""quatre""."	Bé, doncs sé, per exemple, en camp quan sou que voteu a Blime on haguere,  vam dir 4.	"""Encant, quants sou que voleu a Blanco Negre, vam dir quatre?"""
475	pa-041	a veure	clips/pa-041__a-veure__200.25.wav	sí	no	sí	B-dos-models	vol dir que material pedagògic no, a veure, era molt limitat.	amb una mica vol dir que material pedagògi no hi ha verdes de veritat.	vol dir que material pedagògic no...  A veure, era molt limitat.
476	pa-045	a veure	clips/pa-045__a-veure__340.93.wav	sí	sí	no	B-dos-models	No ho veiem perquè...  No ho veiem perquè per un luxe d'anar-ho a veure i per conservar-ho.	No ho veiem perquè on l'ús s'ha de donar-ho a veure  i per conservar-ho, no ho veiem.	No ho veiem perquè...  No ho sé, no ho veiem.
477	pa-048	a veure	clips/pa-048__a-veure__393.93.wav	sí	sí	sí	A-tres-models	A veure, vostè com es diu?	de la bona contemporària, a veure.  Vols ser com el diu.	que no és una cosa que no té res a veure.
478	pa-049	a veure	clips/pa-049__a-veure__244.85.wav	sí	sí	no	B-dos-models	i ara ja no ens ho pot dir.  Però van anar a veure l'amistat amb el meu pare.  El meu pare els va anar a veure després o així.	I ja no ens ho pot dir.  Ja no ens ho pot dir.  Però va anar a tablar a visitar-te amb el meu pare,  amb el meu pare, els van a veure després o aixec.	i el meu pare es va veure després a la xarxa.
479	pa-054	a veure	clips/pa-054__a-veure__77.97.wav	sí	no	sí	B-dos-models	Ja veuré que hi va una Barcelona,  es per dennes i no hi porten mai a l'estat.	i a preferir anar a Barcelona és per d'any és llubi portant mai a l'acord.	i a veure si va anar a Barcelona, es pertenyés a l'únic portant mai a la presó.
480	pa-055	a veure	clips/pa-055__a-veure__63.89.wav	sí	no	sí	B-dos-models	Sí, sí, a veure...	Sí, sí, això hi ha per ell.	Sí, sí, a veure.
481	pa-056	a veure	clips/pa-056__a-veure__673.21.wav	sí	sí	sí	A-tres-models	A veure, aquí que el diu una cosa.	A veure qui cal dir una cosa, jo...	A veure, aquí que el diu una cosa.
482	pa-057	a veure	clips/pa-057__a-veure__16.97.wav	no	no	no	D-cap-model	No és el mateix que el que ha de fer.  No és el mateix que el que ha de fer.	Està bé la majoria molt preocupada per fer-te aquest.	i que la gent no ha de ser a l'estat espanyol.
483	pa-058	a veure	clips/pa-058__a-veure__828.61.wav	no	no	sí	C-un-model	A mi m'agrada molt, però a mi no m'agrada.	Però les maneres van oforçar, veure si fins a l'última hora.	i que, en totes maneres, forçarà a veure si fins a l'última hora...
484	pa-060	a veure	clips/pa-060__a-veure__268.57.wav	sí	no	sí	B-dos-models	d'un aspecte, eh?, a veure, i que les eleccions són del 92...	de les eleccions de 90 dos.	A veure, que les eleccions són de l'1.92.
485	pa-061	a veure	clips/pa-061__a-veure__579.17.wav	sí	sí	no	B-dos-models	i això és el que ara començarem a veure.	I això és el que ara comença a veure.	i els llocs de la gent que es va fer.
486	pa-063	a veure	clips/pa-063__a-veure__402.13.wav	sí	no	no	C-un-model	A veure, aquesta opinió de que s'obren	Aquesta opinió de que sobra	i que no es pot fer.
487	pa-064	a veure	clips/pa-064__a-veure__587.61.wav	sí	sí	sí	A-tres-models	No s'ha tornat a veure amb els anys.	-El set de nata veure amb els anys.	No s'ha tornat a veure amb els anys.
488	pa-065	a veure	clips/pa-065__a-veure__578.25.wav	no	no	no	D-cap-model	-Un dia un polític em diu...	Un dia un polític amb diu.	i el que ha de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que hagi de fer és que el que ha
489	pa-003	aviam	clips/pa-003__aviam__180.17.wav	no	sí	sí	B-dos-models	El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	Aviam, pel que fa a nivell polític, la primera vegada  quan es crea la maternal, com he dit, es creu.	Aviam, pel que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,
490	pa-014	aviam	clips/pa-014__aviam__875.45.wav	sí	no	sí	B-dos-models	d'escoltar una cosa, es diu, escoteu, aviam.  Imagineu-vos que les merdes apareixen.  Què passa amb el contrapàs? Es deixarà de ballar.	d'una cosa, i van dir, escolteu, ho havíem.  Imaginau-se que les malades apareix.  Què passa amb el contrapass?  Estàs deixant el de ballar?	i es pot fer una cosa, i van dir, escuteu, aviam,  imagineu-vos que les merdes apareixen.  Què passa amb el contrapàs? Es deixarà de ballar.
491	pa-016	aviam	clips/pa-016__aviam__729.65.wav	no	no	no	D-cap-model	Això sí, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Jo tenia clar que calia fer una Constitució, i em sembla que...	Això sí, havíem de esdevenir un estat democràtic,  modern, un estat dret, i calia fer una constitució.  Per mi, jo tenia clar que calia fer una constitució  que ens hem de fer.	i ho hem de col·lucionar.  O sigui, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Per mi, jo tenia clar que calia fer una Constitució,  i em sembla que...
492	pa-020	aviam	clips/pa-020__aviam__252.21.wav	sí	sí	no	B-dos-models	Això és el seu, i a bon resultat que clar, això era aviam, potser va a...	I jo m'han resultat que clar, jo sóc, aviam, puc ser va futbol.	I a mi em sembla que és el que em sembla.
493	pa-049	aviam	clips/pa-049__aviam__897.25.wav	no	no	no	D-cap-model	S'està viatjant.	que la presència ho ha d'aconseguir.  La presència ho ha de tenir en compte.	i no ho ha de fer.
494	pa-004	doncs	clips/pa-004__doncs__416.21.wav	no	sí	no	C-un-model	costava una punyera de grà que representava uns 3 quilos de grà.	maldre, doncs costa una puñera de grà que representa a peu unos 3 kilos de grà.	i costava una punyera de gra que representava uns 3 quilos de gra.
