ordre_triple	rang	prioritat_triple	id_persona	forma	interval_escolta	clip	token_prob_min	small	base	greedy	forma_en_qa	consens_dos_asr	text_qa	text_greedy	justificacio	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
401	3	C-dos-models	pa-060	vull dir	20.65-26.35	clips/pa-060__vull-dir__20.65.wav		sí	no	sí	sí	sí	el consell... vull dir, els que fem part de la Junta Constitucional,	que el consell... vull dir, els que fem part de la Junta Constitucional,  vull dir...	dos models; requereix contrast auditiu	pendent					
402	3	C-dos-models	pa-061	bueno	171.05-174.55	clips/pa-061__bueno__171.05.wav	0.1212;0.5101	sí	no	sí	sí	sí	Bueno, te n'has d'anar. Bueno, va.  Amb una cantina...	Bueno, t'hi anem. Bueno, va.  Amor, una cantina.	dos models; requereix contrast auditiu	pendent					
403	3	C-dos-models	pa-061	vull dir	193.57-200.03	clips/pa-061__vull-dir__193.57.wav		sí	no	sí	sí	sí	No hi havia res a en Dorre, vull dir, que tot era una gran novetat.	No hi havia res a en Dorre.  Vull dir que tot era una gran novetat.	dos models; requereix contrast auditiu	pendent					
404	3	C-dos-models	pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav		sí	no	sí	sí	sí	que teníem.  O sigui que és tota una... tota una col·lecció.  Això mateix.	que és una cosa que tenim.  O sigui que és tota una... tota una col·lecció.  Això mateix.	dos models; requereix contrast auditiu	pendent					
405	3	C-dos-models	pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav		sí	sí	no	sí	sí	I és modern.  O sigui que vam estar...  Estem a la primera paixa amb comerç.	i és modern.	dos models; requereix contrast auditiu	pendent					
406	3	C-dos-models	pa-065	a nivell	529.09-536.75	clips/pa-065__a-nivell__529.09.wav		sí	sí	no	sí	no	i el que podreu donar.  Nosaltres venim als santuaris,  trobades a nivell català i a nivell espanyol.	que no podreu donar.  Nosaltres venim als santuaris,  trobades en un tètre,  en nivell català i en nivell de...	dos models; requereix contrast auditiu	pendent					
407	3	C-dos-models	pa-065	bueno	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav		sí	no	sí	sí	sí	És així, eh?  Bueno, diuen que els cansats fan de feina.	És així, eh?  Bueno, diuen que els cansats fan de feina.	dos models; requereix contrast auditiu	pendent					
408	4	D-un-model	pa-058	és a dir	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	0.9532	sí	no	no	sí	sí	sin enviure.  És a dir, que nosaltres podíem dins que volíem ser com un pa...	i que no hi hagi una persona que no hagi tingut un lloc.	un model; requereix contrast auditiu	pendent					
409	4	D-un-model	pa-057	perquè	249.45-254.11	clips/pa-057__perqu__249.45.wav	0.9119	sí	no	no	sí	sí	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	"i molt poc temps per a això es va fer el ""Tom de I8"".  Més o ràpid."	un model; requereix contrast auditiu	pendent					
410	4	D-un-model	pa-046	bé	348.81-352.55	clips/pa-046__b__348.81.wav	0.8391	sí	no	no	sí	sí	I volem avançar dins del camp, molt bé.	i volen pensar dins del camp.	un model; requereix contrast auditiu	pendent					
411	4	D-un-model	pa-026	a nivell	38.25-41.75	clips/pa-026__a-nivell__38.25.wav	0.8241	sí	no	no	sí	sí	A.  Però a nivell nacional volia dir...	i que ha de ser un llibre de la Generalitat.	un model; requereix contrast auditiu	pendent					
412	4	D-un-model	pa-066	llavors	16.21-20.35	clips/pa-066__llavors__16.21.wav	0.7958	sí	no	no	sí	sí	a l'arribar al pont del que llavors era el pris únic.	i que la gent no s'ha de fer.	un model; requereix contrast auditiu	pendent					
413	4	D-un-model	pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	0.7590	sí	no	no	sí	sí	per programar el record, o sigui, a la vida.	i el que ha de fer és fer-ho.	un model; requereix contrast auditiu	pendent					
414	4	D-un-model	pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	0.7556	sí	no	no	sí	sí	perroquial.  Llavors, algunes perroquies bloquejarem completament el comú.  Nosaltres anirem consignant.	i a Montès, algunes perroquies bloquejarem completament el comú.  Nosaltres anirem concients.	un model; requereix contrast auditiu	pendent					
415	4	D-un-model	pa-066	de fet	44.37-49.71	clips/pa-066__de-fet__44.37.wav	0.7471	sí	no	no	sí	sí	En aquest edifici, de fet, va ser l'únic, va ser important, no?	i el moment en aquest edifici va ser l'únic, va ser important.	un model; requereix contrast auditiu	pendent					
416	4	D-un-model	pa-034	crec	651.65-657.27	clips/pa-034__crec__651.65.wav	0.6687	sí	no	no	sí	sí	O com pot ser, vull dir, crec que pot ser fàcil, no?	i que no hi hagi una altra manera de fer-ho.  I és molt fàcil.	un model; requereix contrast auditiu	pendent					
417	4	D-un-model	pa-049	diguem	213.13-220.43	clips/pa-049__diguem__213.13.wav	0.6594	sí	no	no	sí	sí	que no havia, avui dia, a Calarenya i al Cíndic General,  per fer una mica de publicitat d'endorra.  Diguem que endorra era un poble.	i que no hi hagi una informació.	un model; requereix contrast auditiu	pendent					
418	4	D-un-model	pa-037	doncs	20.49-28.07	clips/pa-037__doncs__20.49.wav	0.6135	sí	no	no	sí	sí	I, doncs, quan va arribar el consell constituent,  ha vint arribar també amb bastant tensos  i l'enriquia es van posar.	i quan va arribar el consell constituent,  ha vint arribat també amb bastant tensos  i l'enriqueçament...	un model; requereix contrast auditiu	pendent					
419	4	D-un-model	pa-049	clar	382.01-390.11	clips/pa-049__clar__382.01.wav	0.6076	sí	no	no	sí	sí	i el país.  Clar, però feia falta aquesta visió,  adelantar-se els aconteixements, vull dir.  Sí, també.	i que no hi hagi unes persones que no han tingut cap problema.	un model; requereix contrast auditiu	pendent					
420	4	D-un-model	pa-032	clar	155.33-162.15	clips/pa-032__clar__155.33.wav	0.5817	sí	no	no	sí	sí	Això és d'edat, i clar, això ja li teníem posat al cap.	i això ja li teniu posat al cap.	un model; requereix contrast auditiu	pendent					
421	4	D-un-model	pa-060	perquè	29.05-34.75	clips/pa-060__perqu__29.05.wav	0.4717	sí	no	no	sí	sí	en aquests moments perquè els copríncets,  sobretot els representants, perdien...	i que no hi hagi cap problema.	un model; requereix contrast auditiu	pendent					
422	4	D-un-model	pa-061	bé	662.89-667.43	clips/pa-061__b__662.89.wav	0.4650	sí	no	no	sí	sí	que no li ha agradat, eh?, sempre que li n'hi ha bé,  però jo sé per què, mudada.	i que no hi hagi una altra.	un model; requereix contrast auditiu	pendent					
423	4	D-un-model	pa-008	bé	61.25-65.75	clips/pa-008__b__61.25.wav	0.4059	sí	no	no	sí	sí	En un pal ja seguirà boix o bé amb una branca del mateix vesc i elaborar el que hem de fer.	En un pal, ja sigui de boix o ve amb una branca del mateix ves  i elaborar el que hem de fer.	un model; requereix contrast auditiu	pendent					
424	4	D-un-model	pa-057	llavors	42.85-47.99	clips/pa-057__llavors__42.85.wav	0.3304	sí	no	no	sí	sí	I llavors això planava molt sobre, sense que es digués, molt.	i això plenava molt sobre...  sense que es digués molt, però tothom...	un model; requereix contrast auditiu	pendent					
425	4	D-un-model	pa-019	bueno	328.25-333.75	clips/pa-019__bueno__328.25.wav	0.1975	sí	no	no	sí	sí	Però bueno, la corrent aquesta jo crec que ja era a mi imperable.	Però la corrent aquesta jo crec que ja era a mi imperable.	un model; requereix contrast auditiu	pendent					
426	4	D-un-model	pa-028	llavors	151.01-155.91	clips/pa-028__llavors__151.01.wav	0.1910	sí	no	no	sí	sí	Vam fer una feina, i llavors es van decidir tots.	i de vegades es va fer un moment de feina.	un model; requereix contrast auditiu	pendent					
427	4	D-un-model	pa-022	és a dir	11.49-17.91	clips/pa-022__s-a-dir__11.49.wav	0.1417	sí	no	no	sí	sí	que no hauríem d'anar per endorra.  És a dir, que no haguéssum demanat mai d'una certa manera.	i que no haguéssiu demanat mai dir-ho d'una certa manera.	un model; requereix contrast auditiu	pendent					
428	4	D-un-model	pa-065	és a dir	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	0.1110	sí	no	no	sí	sí	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	Jo tinc clar que l'Evangeli és on tinc el macar.	un model; requereix contrast auditiu	pendent					
429	4	D-un-model	pa-048	llavors	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	0.1077	sí	no	no	sí	sí	Llavors, els catalans han volgut...	A més, els catalans han volgut...	un model; requereix contrast auditiu	pendent					
430	4	D-un-model	pa-039	perquè	18.09-21.31	clips/pa-039__perqu__18.09.wav	0.0785	sí	no	no	sí	sí	perquè això era xins.	i que es va fer un altre dia.	un model; requereix contrast auditiu	pendent					
431	4	D-un-model	pa-031	perquè	32.69-37.47	clips/pa-031__perqu__32.69.wav	0.0697	sí	no	no	sí	sí	perquè tampoc ho hauria de massaclar i com podia anar.	i que no s'ha de fer.	un model; requereix contrast auditiu	pendent					
432	4	D-un-model	pa-036	vull dir	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	0.0457	sí	no	no	sí	sí	Vull dir que era el nou reglament, el nou sistema.  Veius les dues coses, penso que la Constitució...	i el 2001, el nou reglament, el nou sistema,  veïn les dues coses.  Pensa que la Constitució...	un model; requereix contrast auditiu	pendent					
433	4	D-un-model	pa-063	perquè	142.61-146.79	clips/pa-063__perqu__142.61.wav	0.0412	sí	no	no	sí	sí	perquè vam començar l'any 65.	i que no hi hagi una altra manera.	un model; requereix contrast auditiu	pendent					
434	4	D-un-model	pa-064	és a dir	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	0.0375	sí	no	no	sí	sí	És a dir, que el Dorre de Bordelel,  en cap d'aquests temps.	i es diu que el d'Orlaire va al rural en cap d'aquests temps.	un model; requereix contrast auditiu	pendent					
435	4	D-un-model	pa-038	llavors	264.13-269.83	clips/pa-038__llavors__264.13.wav	0.0343	sí	no	no	sí	sí	Llavors, això va ser la meva motivació principal,  va ser que la màgia...	I això va ser la meva motivació principal, va ser que va acabar amb el meu.	un model; requereix contrast auditiu	pendent					
436	4	D-un-model	pa-063	a veure	402.13-408.03	clips/pa-063__a-veure__402.13.wav	0.0333	sí	no	no	sí	sí	A veure, aquesta opinió de que s'obren	i que no es pot fer.	un model; requereix contrast auditiu	pendent					
437	4	D-un-model	pa-006	o sigui	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	0.0187	sí	no	no	sí	sí	o sigui, rius de la plana.  No els rius que tenim aquí en les altres.  Surti i gata.	i el que ha de ser el que ha de ser.	un model; requereix contrast auditiu	pendent					
438	4	D-un-model	pa-001	a veure	341.57-345.59	clips/pa-001__a-veure__341.57.wav		no	sí	no	no	no	que més depresivo.	que més depresivo.	un model; requereix contrast auditiu	pendent					
439	4	D-un-model	pa-001	bé	49.17-54.35	clips/pa-001__b__49.17.wav		no	sí	no	no	no	i això va anar evolucionant el que era...	i que es va fer a la resta de la gent.	un model; requereix contrast auditiu	pendent					
440	4	D-un-model	pa-001	clar	129.77-134.51	clips/pa-001__clar__129.77.wav		no	no	sí	no	no	no és el mateix estar sobre l'empara de dos coprínciers	perquè, clar, no es veu mateix estar sobre la impara de dos cobrínxers	un model; requereix contrast auditiu	pendent					
441	4	D-un-model	pa-001	de fet	68.49-71.99	clips/pa-001__de-fet__68.49.wav		sí	no	no	sí	no	perquè, de fet, els tenia tots i la famosa rebaixia.	i la famosa rebrana.	un model; requereix contrast auditiu	pendent					
442	4	D-un-model	pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav		sí	no	no	sí	no	de la manera que llavors, quan s'acabàvem de regalar.	i el seu figura de la manera que hi hagi,  doncs, quan s'acabàvem de regalar...	un model; requereix contrast auditiu	pendent					
443	4	D-un-model	pa-002	bueno	433.25-440.75	clips/pa-002__bueno__433.25.wav		no	no	sí	no	no	Bé, aquí es va decidir, en aquell moment no hi havia comensió.	Bueno, aquí es va decidir,  en aquell moment no hi havia comensió.	un model; requereix contrast auditiu	pendent					
444	4	D-un-model	pa-002	clar	186.25-190.75	clips/pa-002__clar__186.25.wav		sí	no	no	sí	no	i que, clar, la diferència de dalt et potser serà ple.	i que és una diferència de totes les gràpies.	un model; requereix contrast auditiu	pendent					
445	4	D-un-model	pa-002	vull dir	172.25-176.75	clips/pa-002__vull-dir__172.25.wav		no	sí	no	no	no	no sé si és un tutorial tampoc autoritària.	no sé si un dit al tutorial tampoc autoritària.	un model; requereix contrast auditiu	pendent					
446	4	D-un-model	pa-003	diguem	212.85-219.51	clips/pa-003__diguem__212.85.wav		no	sí	no	no	no	Aquesta és la primera acció d'ordre polític.	aquesta és la primera acció d'ordre polític.	un model; requereix contrast auditiu	pendent					
447	4	D-un-model	pa-004	doncs	416.21-423.31	clips/pa-004__doncs__416.21.wav		no	sí	no	no	sí	costava una punyera de grà que representava uns 3 quilos de grà.	i costava una punyera de gra que representava uns 3 quilos de gra.	un model; requereix contrast auditiu	pendent					
448	4	D-un-model	pa-005	clar	155.93-159.99	clips/pa-005__clar__155.93.wav		no	sí	no	no	sí	per dir-ho a la gent que ho va dir a l'Àfrica.	i que no hi hagi una altra.	un model; requereix contrast auditiu	pendent					
449	4	D-un-model	pa-006	evidentment	124.25-131.75	clips/pa-006__evidentment__124.25.wav		no	sí	no	no	sí	Aquest tipus de rota d'aigua es fa servir amb rius, amb una gran quantitat d'aigua.	Aquest tipus de rota d'aigua es veu servir amb rius amb una gran quantitat d'aigua.	un model; requereix contrast auditiu	pendent					
450	4	D-un-model	pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav		no	sí	no	no	no	i ho deixem clar per a unes dones de ràpids del mòbil prop vendit.  Jo és una canventa jo, la portarem i deixarem caure per a algun taller.	i els veus en un moment que es veu.  I ho farem.  I deixarem caure per a un altre.	un model; requereix contrast auditiu	pendent					
451	4	D-un-model	pa-008	bueno	969.25-973.75	clips/pa-008__bueno__969.25.wav		no	no	sí	no	no	anys 90, anys 80, doncs anirem considerats com uns rexelabrats que l'únic que els hi ha...	anys 90, anys 80, doncs, bueno,  eren considerats com uns regellabrats  que l'únic que els hi ha...	un model; requereix contrast auditiu	pendent					
452	4	D-un-model	pa-008	diguem	374.25-379.75	clips/pa-008__diguem__374.25.wav		no	sí	no	no	sí	de Carlet.  Diríem que pràcticament la definició de les falles d'Andorra és absurda.	de Carlet.  Diuem que pràcticament la definició de les falles d'Andorra és absurd.	un model; requereix contrast auditiu	pendent					
453	4	D-un-model	pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav		no	sí	no	no	sí	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Per què? Perquè el que fem als fallares és la seva escorsa,  pelar-la.	un model; requereix contrast auditiu	pendent					
454	4	D-un-model	pa-009	diguem	60.25-66.75	clips/pa-009__diguem__60.25.wav		no	sí	no	no	sí	que seria l'aliació perfecta per tenir una bona sonoritat.	que seria l'aliació perfecta per tenir una bona sonoritat.	un model; requereix contrast auditiu	pendent					
455	4	D-un-model	pa-012	aleshores	246.25-250.75	clips/pa-012__aleshores__246.25.wav		sí	no	no	sí	no	i aleshores ha fet formar un camp que era molt més...	i al deshore se s'ha format un camp que era molt més...	un model; requereix contrast auditiu	pendent					
456	4	D-un-model	pa-013	evidentment	530.29-540.27	clips/pa-013__evidentment__530.29.wav		no	sí	no	no	sí	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	un model; requereix contrast auditiu	pendent					
457	4	D-un-model	pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav		no	sí	no	no	sí	i això és el més bonic que hi ha.  M'ha apassionat més a ensenyar quan m'ho demana...	i això és el més bonic que hi ha.  M'ha apassionat més,  vull ensenyar quan m'ho demana...	un model; requereix contrast auditiu	pendent					
458	4	D-un-model	pa-016	crec	93.17-100.83	clips/pa-016__crec__93.17.wav		sí	no	no	sí	no	i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	i la responsabilitat que tens per mi és imposa.  Jo no tinc...	un model; requereix contrast auditiu	pendent					
