ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
373	D-divergent	7	pa-056	bueno	458.97-462.83	clips/pa-056__bueno__458.97.wav	qa-clips/pa-056__bueno__458_97_462_83.txt							No seré jo qui l'ha canviat.	sí	sí	no	0.073	0.062	0.3333	-38.76	125.02	95.92	1163.77	0.080	pendent					
374	D-divergent	7	pa-056	és a dir	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	qa-clips/pa-056__es-a-dir__7_45_10_87.txt							de 1989, o sigui, a partir del 90,	sí	sí	no	0.031	0.086	0.5000	-34.77	141.29	154.13	1018.86	0.060	pendent					
375	D-divergent	7	pa-058	bueno	23.17-28.91	clips/pa-058__bueno__23.17.wav	qa-clips/pa-058__bueno__23_17_28_91.txt							I es busca allà a fer sis propostes, es posen...	sí	sí	no	0.035	0.096	0.5105	-34.36	276.77	88.76	1103.04	0.120	pendent					
376	D-divergent	7	pa-058	crec	6.69-12.71	clips/pa-058__crec__6.69.wav	qa-clips/pa-058__crec__6_69_12_71.txt							I el problema que hi ha del 78 és que...	sí	sí	no	0.043	0.051	0.6133	-29.88	266.62	40.47	946.22	0.080	pendent					
377	D-divergent	7	pa-059	llavors	361.49-368.39	clips/pa-059__llavors__361.49.wav	qa-clips/pa-059__llavors__361_49_368_39.txt							i a Montès algunes parròquies bloquejant completament el comú.	sí	sí	no	0.100	0.057	0.6337	-29.72	202.74	122.09	932.50	0.070	pendent					
378	D-divergent	7	pa-061	clar	376.69-382.19	clips/pa-061__clar__376.69.wav	qa-clips/pa-061__clar__376_69_382_19.txt							-És el seu. -Exacte.	sí	sí	no	0.024	0.030	0.8394	-30.32	220.53	160.55	1849.81	0.070	pendent					
379	D-divergent	7	pa-061	perquè	117.17-123.75	clips/pa-061__perqu__117.17.wav	qa-clips/pa-061__perque__117_17_123_75.txt							per fer-ho, per fer-ho, per fer-ho.	sí	sí	no	0.042	0.075	0.6250	-31.75	218.42	99.81	1757.27	0.070	pendent					
380	D-divergent	7	pa-062	bé	401.61-406.47	clips/pa-062__b__401.61.wav	qa-clips/pa-062__be__401_61_406_47.txt							S'ha ensenyat algú.	sí	sí	no	0.074	0.094	0.6322	-32.62	265.21	150.01	909.98	0.080	pendent					
381	D-divergent	7	pa-062	clar	202.37-208.31	clips/pa-062__clar__202.37.wav	qa-clips/pa-062__clar__202_37_208_31.txt							i això ho he pogut trametre dins el meu petit negoci.	sí	sí	no	0.055	0.102	0.5811	-32.57	258.11	156.11	873.95	0.080	pendent					
382	D-divergent	7	pa-064	doncs	456.73-460.43	clips/pa-064__doncs__456.73.wav	qa-clips/pa-064__doncs__456_73_460_43.txt							el pas d'uns agafables amb els dips.	sí	sí	no	0.040	0.079	0.4293	-42.49	258.59	111.10	1667.18	0.080	pendent					
383	D-divergent	7	pa-064	evidentment	485.89-491.71	clips/pa-064__evidentment__485.89.wav	qa-clips/pa-064__evidentment__485_89_491_71.txt							Té molts grups.	sí	sí	no	0.075	0.041	0.5931	-29.42	196.14	136.58	974.97	0.080	pendent					
384	D-divergent	7	pa-065	vull dir	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	qa-clips/pa-065__vull-dir__1401_05_1404_55.txt							i quan hi ha una persona que no té un llibre,  i quan hi ha una persona que no té un llibre,	sí	sí	no	0.365	0.065	0.4885	-35.06	202.15	137.59	956.32	0.080	pendent					
385	B-doble-ASR	6	pa-008	perquè	55.25-59.75	clips/pa-008__perqu__55.25.wav	qa-clips/pa-008__perque__55_25_59_75.txt							Per què? Perquè el que fem als fallares és la seva escorça palar-la.	sí	no	sí	0.056		0.5045	-34.33	200.37	62.32	1241.33	0.120	pendent					
386	B-doble-ASR	6	pa-012	bé	160.25-164.75	clips/pa-012__b__160.25.wav	qa-clips/pa-012__be__160_25_164_75.txt							o bé algunes campanyes d'un campanar d'un poble.	sí	no	sí	0.272		0.6696	-18.59	282.27	48.67	1242.49	0.030	pendent					
387	B-doble-ASR	6	pa-013	doncs	56.85-61.87	clips/pa-013__doncs__56.85.wav	qa-clips/pa-013__doncs__56_85_61_87.txt							i més recentment, també, doncs, si pot accedir, hi ha l'avivació.	sí	no	sí	0.128		0.7120	-24.07	332.53	51.92	1084.48	0.080	pendent					
388	B-doble-ASR	6	pa-014	bé	165.65-181.55	clips/pa-014__b__165.65.wav	qa-clips/pa-014__be__165_65_181_55.txt							Bé, el resultat d'això va ser molt, molt bonic, perquè és a dir,  he conviscut amb gent, m'han explicat coses, m'han entrat,	sí	no	sí	0.197		0.5416	-32.01	157.95	46.24	1149.96	0.120	pendent					
389	B-doble-ASR	6	pa-014	clar	978.45-982.95	clips/pa-014__clar__978.45.wav	qa-clips/pa-014__clar__978_45_982_95.txt							també ho puguem dir-ho, perquè és clar, tot el que ens ha passat no ho sabem segur.	sí	no	sí	0.451		0.5536	-33.34	111.33	18.51	986.46	0.060	pendent					
390	B-doble-ASR	6	pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	qa-clips/pa-014__vull-dir__19_65_30_15.txt							el passat.  Així es començo jo sempre,  vull dir, com a voluntari divulgador del patrimoni  que tenim al nostre país.	sí	no	sí	0.116		0.5210	-32.78	130.23	27.10	1242.87	0.080	pendent					
391	B-doble-ASR	6	pa-015	bé	42.25-48.75	clips/pa-015__b__42.25.wav	qa-clips/pa-015__be__42_25_48_75.txt							i 15. Bé, hem de pensar que és una família prou rellevant en aquesta.	sí	no	sí	0.237		0.8580	-23.23	239.56	113.04	1506.29	0.080	pendent					
392	B-doble-ASR	6	pa-017	evidentment	152.25-161.75	clips/pa-017__evidentment__152.25.wav	qa-clips/pa-017__evidentment__152_25_161_75.txt							Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i l'escaldes era...	sí	no	sí	0.177		0.5781	-30.12	196.64	86.28	1175.29	0.100	pendent					
393	B-doble-ASR	6	pa-018	llavors	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	qa-clips/pa-018__llavors__1055_09_1058_87.txt							llavors, com més desapercebut passa, millor.	sí	no	sí	0.068		0.5053	-33.83	270.00	90.76	973.03	0.100	pendent					
394	B-doble-ASR	6	pa-019	perquè	101.25-105.75	clips/pa-019__perqu__101.25.wav	qa-clips/pa-019__perque__101_25_105_75.txt							perquè realment va ser un consell molt intens.  Es va treballar moltíssim.	sí	no	sí	0.134		0.4554	-37.02	156.05	81.18	1174.06	0.080	pendent					
395	B-doble-ASR	6	pa-020	a nivell	409.37-414.43	clips/pa-020__a-nivell__409.37.wav	qa-clips/pa-020__a-nivell__409_37_414_43.txt							i que precisament també porti, que a nivell comunal,	sí	no	sí	0.098		0.4405	-38.24	181.15	54.78	1470.34	0.100	pendent					
396	B-doble-ASR	6	pa-021	a veure	108.77-116.95	clips/pa-021__a-veure__108.77.wav	qa-clips/pa-021__a-veure__108_77_116_95.txt							i a veure anàvem a fer aquesta Constitució que no era fàcil.	sí	no	sí	0.099		0.6103	-32.03	250.05	136.64	1174.06	0.060	pendent					
397	B-doble-ASR	6	pa-021	bé	257.61-263.59	clips/pa-021__b__257.61.wav	qa-clips/pa-021__be__257_61_263_59.txt							És ben veritat que, com es diu,	sí	no	sí	0.034		0.4799	-35.67	232.22	119.81	1185.54	0.120	pendent					
398	B-doble-ASR	6	pa-022	bé	270.45-275.35	clips/pa-022__b__270.45.wav	qa-clips/pa-022__be__270_45_275_35.txt							A part que ja feia anys que es venia empenyent amb el canvi i també...	sí	no	sí	0.058		0.6803	-29.97	272.82	191.57	1116.03	0.060	pendent					
399	B-doble-ASR	6	pa-022	vull dir	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	qa-clips/pa-022__vull-dir__308_17_312_27.txt							i també vull dir que van treballar les lleis que està en...	sí	no	sí	0.038		0.7255	-29.23	218.01	209.95	1014.73	0.060	pendent					
400	B-doble-ASR	6	pa-023	bueno	96.81-100.35	clips/pa-023__bueno__96.81.wav	qa-clips/pa-023__bueno__96_81_100_35.txt							bueno, de l'aldozo del niño...	sí	no	sí	0.035		0.5511	-31.69	141.18	81.90	1085.85	0.100	pendent					
401	B-doble-ASR	6	pa-023	de fet	72.49-78.31	clips/pa-023__de-fet__72.49.wav	qa-clips/pa-023__de-fet__72_49_78_31.txt							dels legislatures que van ocupar 4 anys, de fet.	sí	no	sí	0.033		0.6414	-28.90	145.80	132.62	960.07	0.060	pendent					
402	B-doble-ASR	6	pa-023	llavors	48.81-56.07	clips/pa-023__llavors__48.81.wav	qa-clips/pa-023__llavors__48_81_56_07.txt							84, 82%, i, llavors, vull dir, no hi havia ministre de l'Interior.	sí	no	sí	0.035		0.6243	-29.88	149.58	133.69	974.09	0.080	pendent					
403	B-doble-ASR	6	pa-023	vull dir	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	qa-clips/pa-023__vull-dir__22_05_26_43.txt							Vull dir, els que fèiem part de la Junta Constitucional,	sí	no	sí	0.040		0.6972	-28.17	128.10	22.64	894.55	0.090	pendent					
404	B-doble-ASR	6	pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	qa-clips/pa-025__clar__116_09_119_95.txt							i la política, però, clar, és que el govern també...	sí	no	sí	0.021		0.5417	-34.21	248.30	186.57	989.68	0.060	pendent					
405	B-doble-ASR	6	pa-026	bé	99.97-103.47	clips/pa-026__b__99.97.wav	qa-clips/pa-026__be__99_97_103_47.txt							Va bé? Doncs aquí és el mateix.	sí	no	sí	0.034		0.1897	-51.55	304.24	49.11	2115.92	0.120	pendent					
406	B-doble-ASR	6	pa-026	o sigui	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	qa-clips/pa-026__o-sigui__434_17_437_67.txt							O sigui, que teníem una vista important.	sí	no	sí	0.013		0.3678	-42.46	251.21	203.48	1311.08	0.100	pendent					
407	B-doble-ASR	6	pa-026	vull dir	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	qa-clips/pa-026__vull-dir__311_77_316_07.txt							que està adonant, vull dir, que vol ser un bon cap de govern.	sí	no	sí	0.053		0.4346	-37.34	254.56	193.86	923.39	0.120	pendent					
408	B-doble-ASR	6	pa-027	clar	35.13-40.47	clips/pa-027__clar__35.13.wav	qa-clips/pa-027__clar__35_13_40_47.txt							I bé, clar, jo per tot em va ser un cop,	sí	no	sí	0.101		0.5789	-32.08	215.78	179.65	946.19	0.100	pendent					
409	B-doble-ASR	6	pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	qa-clips/pa-027__es-a-dir__185_61_192_87.txt							de grup, és a dir, amb els que l'havien portat a l'acció de fer amb reunió de grup.	sí	no	sí	0.020		0.5193	-34.31	238.33	73.10	1136.29	0.060	pendent					
410	B-doble-ASR	6	pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	qa-clips/pa-030__aleshores__392_41_397_91.txt							I aleshores, això està tan quadriculat	sí	no	sí	0.042		0.3723	-48.42	237.48	138.51	1670.07	0.080	pendent					
411	B-doble-ASR	6	pa-031	a veure	4.25-9.07	clips/pa-031__a-veure__4.25.wav	qa-clips/pa-031__a-veure__4_25_9_07.txt							I es va decidir que a veure quin sindic podien portar i tothom podria portar.	sí	no	sí	0.101		0.5208	-34.09	143.96	49.58	1202.91	0.060	pendent					
412	B-doble-ASR	6	pa-031	clar	154.57-158.95	clips/pa-031__clar__154.57.wav	qa-clips/pa-031__clar__154_57_158_95.txt							No sé si els copríncepts, tampoc, no siguin clar,  veure el que sigui, el que podíem fer, no podíem arribar.	sí	no	sí	0.064		0.7018	-30.29	114.80	41.25	806.64	0.100	pendent					
413	B-doble-ASR	6	pa-032	doncs	21.61-27.23	clips/pa-032__doncs__21.61.wav	qa-clips/pa-032__doncs__21_61_27_23.txt							Doncs vam firmar un paper allà per presentar una candidatura per veure...	sí	no	sí	0.030		0.5429	-32.03	232.61	35.00	823.54	0.020	pendent					
414	B-doble-ASR	6	pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	qa-clips/pa-033__es-a-dir__39_29_44_27.txt							és a dir, el govern net, és a dir, un govern sense massa funcions,	sí	no	sí	0.071		0.5242	-34.28	300.41	177.88	1087.10	0.050	pendent					
415	B-doble-ASR	6	pa-034	bé	18.85-23.15	clips/pa-034__b__18.85.wav	qa-clips/pa-034__be__18_85_23_15.txt							de la vall, passar bé a algú, un esplancar-te, uns llançors.	sí	no	sí	0.035		0.5935	-33.51	169.96	55.20	1100.52	0.120	pendent					
416	B-doble-ASR	6	pa-034	és a dir	319.09-323.47	clips/pa-034__s-a-dir__319.09.wav	qa-clips/pa-034__es-a-dir__319_09_323_47.txt							cap aquí, és a dir, jo no tenia cap dubte, no?, de dir...	sí	no	sí	0.080		0.5642	-32.00	219.37	135.16	1011.65	0.070	pendent					
417	B-doble-ASR	6	pa-035	doncs	195.49-202.11	clips/pa-035__doncs__195.49.wav	qa-clips/pa-035__doncs__195_49_202_11.txt							I, bé, ja he participat, doncs, una mica, una mica.	sí	no	sí	0.017		0.4121	-39.77	141.01	39.25	1357.94	0.150	pendent					
418	B-doble-ASR	6	pa-037	clar	186.29-198.91	clips/pa-037__clar__186.29.wav	qa-clips/pa-037__clar__186_29_198_91.txt							Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	sí	no	sí	0.012		0.3873	-39.23	145.04	154.08	1255.14	0.090	pendent					
419	B-doble-ASR	6	pa-038	doncs	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	qa-clips/pa-038__doncs__2008_17_2013_95.txt							No? Doncs era per això, perquè no eren de la corda.	sí	no	sí	0.020		0.3542	-52.45	217.53	61.58	1987.25	0.380	pendent					
420	B-doble-ASR	6	pa-041	a veure	200.25-205.75	clips/pa-041__a-veure__200.25.wav	qa-clips/pa-041__a-veure__200_25_205_75.txt							vol dir que material pedagògic no, a veure, era molt limitat.	sí	no	sí	0.244		0.7080	-27.90	286.93	154.30	1108.61	0.060	pendent					
421	B-doble-ASR	6	pa-041	bueno	165.25-173.75	clips/pa-041__bueno__165.25.wav	qa-clips/pa-041__bueno__165_25_173_75.txt							i que, bueno, que tingués més en compte les peculiaritats endurranes.	sí	no	sí	0.239		0.5307	-33.97	266.31	133.57	1032.83	0.060	pendent					
422	B-doble-ASR	6	pa-045	doncs	283.01-287.39	clips/pa-045__doncs__283.01.wav	qa-clips/pa-045__doncs__283_01_287_39.txt							que dins de la cova produeix alteracions.  Doncs és millor tan caro, no està claríssim.	sí	no	sí	0.059		0.4908	-35.30	322.79	90.65	909.99	0.080	pendent					
423	B-doble-ASR	6	pa-045	perquè	175.33-183.63	clips/pa-045__perqu__175.33.wav	qa-clips/pa-045__perque__175_33_183_63.txt							Algú va fer això, no?  Perquè què va induir a fer aquesta obra?	sí	no	sí	0.027		0.3164	-49.05	272.44	66.52	1738.88	0.100	pendent					
424	B-doble-ASR	6	pa-049	aleshores	110.29-118.67	clips/pa-049__aleshores__110.29.wav	qa-clips/pa-049__aleshores__110_29_118_67.txt							I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  Aleshores, voldríem arrancar un moment...	sí	no	sí	0.081		0.5670	-31.29	209.62	80.22	1447.09	0.080	pendent					
425	B-doble-ASR	6	pa-049	bé	74.21-82.63	clips/pa-049__b__74.21.wav	qa-clips/pa-049__be__74_21_82_63.txt							perquè a la llarga i sobretot en petits països.  S'ha de partir de la base d'entre tots fer-ho tot.  O bé que la dona ara...	sí	no	sí	0.024		0.5667	-30.90	231.57	108.17	1123.80	0.060	pendent					
426	B-doble-ASR	6	pa-049	evidentment	117.17-126.51	clips/pa-049__evidentment__117.17.wav	qa-clips/pa-049__evidentment__117_17_126_51.txt							Volem arrancar el moment primer,  el primer fil del teu contacte amb la vida,  que evidentment és el lloc on...	sí	no	sí	0.347		0.6609	-27.08	208.54	65.35	1291.20	0.090	pendent					
427	B-doble-ASR	6	pa-049	llavors	230.45-239.67	clips/pa-049__llavors__230.45.wav	qa-clips/pa-049__llavors__230_45_239_67.txt							i aquí en Dorre va vindre, llavors, el delegat de premsa de la Casa Blanca.  No sé si va ser arreu realment d'aquesta carta.	sí	no	sí	0.025		0.6891	-27.56	273.21	122.07	1192.61	0.060	pendent					
428	B-doble-ASR	6	pa-049	perquè	68.85-75.71	clips/pa-049__perqu__68.85.wav	qa-clips/pa-049__perque__68_85_75_71.txt							L'home ha cuidat els aferts exteriors i de la guerra.  Però aquesta és una frase feta perquè la llarga i sobretot entén.	sí	no	sí	0.024		0.7018	-28.83	223.51	112.43	1186.82	0.060	pendent					
429	B-doble-ASR	6	pa-049	vull dir	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	qa-clips/pa-049__vull-dir__208_09_214_63.txt							Va fer una carta al president dels Estats Units  aprofitant que la família de la Moàbia, vull dir, aquella reina...	sí	no	sí	0.018		0.6626	-31.12	263.46	84.16	1141.86	0.060	pendent					
430	B-doble-ASR	6	pa-055	o sigui	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	qa-clips/pa-055__o-sigui__434_17_437_67.txt							O sigui, que teníem una vista important.	sí	no	sí	0.035		0.3678	-42.75	294.47	175.02	1334.28	0.080	pendent					
431	B-doble-ASR	6	pa-056	bé	436.49-441.47	clips/pa-056__b__436.49.wav	qa-clips/pa-056__be__436_49_441_47.txt							"""Pasabe"" o ""pero sentimen"" o ""pero nonimidad""."	sí	no	sí	0.016		0.3387	-50.54	159.29	114.07	1709.65	0.040	pendent					
432	B-doble-ASR	6	pa-056	doncs	43.45-48.59	clips/pa-056__doncs__43.45.wav	qa-clips/pa-056__doncs__43_45_48_59.txt							com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	sí	no	sí	0.040		0.5430	-33.60	130.26	111.15	1115.88	0.070	pendent					
433	B-doble-ASR	6	pa-057	a nivell	417.13-421.51	clips/pa-057__a-nivell__417.13.wav	qa-clips/pa-057__a-nivell__417_13_421_51.txt							a 4, segur que els altres volien els 4 a nivell nacional i l'aconseguiria així.	sí	no	sí	0.094		0.7706	-27.71	213.18	171.82	1007.69	0.040	pendent					
434	B-doble-ASR	6	pa-057	bé	203.57-209.03	clips/pa-057__b__203.57.wav	qa-clips/pa-057__be__203_57_209_03.txt							que el sistema està bé, una mica amb l'incapacitat d'una solució.	sí	no	sí	0.043		0.6985	-31.20	168.65	187.91	1124.46	0.060	pendent					
435	B-doble-ASR	6	pa-059	bueno	166.17-173.63	clips/pa-059__bueno__166.17.wav	qa-clips/pa-059__bueno__166_17_173_63.txt							Bueno, tothom ens deia que n'allem cap a una proporcional nacional.	sí	no	sí	0.077		0.5000	-35.02	291.08	145.46	1181.05	0.100	pendent					
436	B-doble-ASR	6	pa-059	evidentment	152.13-162.03	clips/pa-059__evidentment__152.13.wav	qa-clips/pa-059__evidentment__152_13_162_03.txt							Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i escaldes era en potser...	sí	no	sí	0.081		0.5729	-30.62	197.35	108.34	1175.38	0.100	pendent					
437	B-doble-ASR	6	pa-060	a nivell	201.93-208.63	clips/pa-060__a-nivell__201.93.wav	qa-clips/pa-060__a-nivell__201_93_208_63.txt							Hi havia un ambient molt tens, a nivell de consell, per no disfrutar.	sí	no	sí	0.096		0.5808	-30.72	132.05	40.16	970.05	0.110	pendent					
438	B-doble-ASR	6	pa-060	doncs	177.97-182.63	clips/pa-060__doncs__177.97.wav	qa-clips/pa-060__doncs__177_97_182_63.txt							i va ser meva, que si m'haguia de dir no plegàvem,  doncs presentàvem, vull dir, que és disolguir.	sí	no	sí	0.042		0.6293	-32.19	123.20	25.70	1074.04	0.060	pendent					
439	B-doble-ASR	6	pa-060	vull dir	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	qa-clips/pa-060__vull-dir__20_65_26_35.txt							el consell... vull dir, els que fem part de la Junta Constitucional,	sí	no	sí	0.023		0.6021	-30.34	128.68	28.29	961.18	0.080	pendent					
440	B-doble-ASR	6	pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	qa-clips/pa-061__o-sigui__161_05_167_39.txt							i el comerç.  O sigui, la primera activitat dels germans, dels pioners...	sí	no	sí	0.037		0.6361	-30.17	198.17	118.83	1683.59	0.120	pendent					
441	B-doble-ASR	6	pa-061	vull dir	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	qa-clips/pa-061__vull-dir__193_57_200_03.txt							No hi havia res a en Dorre, vull dir, que tot era una gran novetat.	sí	no	sí	0.078		0.6025	-29.88	200.82	63.64	1549.86	0.080	pendent					
442	B-doble-ASR	6	pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	qa-clips/pa-062__o-sigui__236_01_241_71.txt							que teníem.  O sigui que és tota una... tota una col·lecció.  Això mateix.	sí	no	sí	0.087		0.4930	-35.74	191.16	169.00	1051.50	0.120	pendent					
443	B-doble-ASR	6	pa-063	crec	758.81-763.23	clips/pa-063__crec__758.81.wav	qa-clips/pa-063__crec__758_81_763_23.txt							que comprin.  Això és el que hem d'intentar i jo crec que s'està fent.	sí	no	sí	0.064		0.4818	-35.40	193.83	27.53	1030.96	0.080	pendent					
444	B-doble-ASR	6	pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	qa-clips/pa-063__o-sigui__826_09_830_95.txt							I és modern.  O sigui que vam estar...  Estem a la primera paixa amb comerç.	sí	no	sí	0.080		0.5207	-34.20	199.94	52.21	1046.87	0.090	pendent					
445	B-doble-ASR	6	pa-064	perquè	27.57-33.27	clips/pa-064__perqu__27.57.wav	qa-clips/pa-064__perque__27_57_33_27.txt							I no és permanent.  En realitat potser no és així perquè mai acabem de marxar.	sí	no	sí	0.008		0.5176	-34.24	215.05	120.18	1299.41	0.120	pendent					
446	B-doble-ASR	6	pa-065	aleshores	170.69-174.71	clips/pa-065__aleshores__170.69.wav	qa-clips/pa-065__aleshores__170_69_174_71.txt							I aleshores, com si aquest caminar que fem per aquí...	sí	no	sí	0.027		0.4200	-42.20	289.03	179.94	1216.15	0.140	pendent					
447	B-doble-ASR	6	pa-065	bueno	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	qa-clips/pa-065__bueno__1389_05_1393_75.txt							És així, eh?  Bueno, diuen que els cansats fan de feina.	sí	no	sí	0.054		0.7393	-30.23	193.78	56.62	1086.88	0.140	pendent					
448	D-divergent	4	pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav	qa-clips/pa-014__llavors__228_25_237_35.txt							I la feina per tots, en una casa, no n'hi havia de feina per tots.  Vots es tenien que espavilar i buscar-se la vida per ajudar a casa.	sí	no	no	0.065		0.5903	-30.58	147.33	32.91	1250.59	0.080	pendent					
449	D-divergent	4	pa-017	bueno	823.25-829.75	clips/pa-017__bueno__823.25.wav	qa-clips/pa-017__bueno__823_25_829_75.txt							Les dones ens diuen que les han ficat aquí, les han aparcat una mica,  que faig el que hagin de fer, però que caigui.	sí	no	no	0.084		0.6975	-28.60	212.31	138.52	911.37	0.060	pendent					
